type,beta,delta,p,c,gamma,roh,alpha,SSR
bootstrap_193,1e-08,0.03108213862906589,156.0,499.9971875348292,0.0002694331528453063,10.0,10.532211966782612,94.12947563265706
bootstrap_194,1e-08,0.04844640091105549,156.0,490.6448496966121,0.00026923952546647854,10.0,9.516347474609057,91.63621257740353
bootstrap_195,1e-08,0.04499960240344805,156.0,496.89395697642664,0.00027148377567716973,10.0,9.128489247164563,82.8325345626694
bootstrap_196,1e-08,0.04343841377110416,156.0,497.1323968691428,0.0002712205960407996,10.0,9.163504244189358,98.1704101513137
bootstrap_197,1e-08,0.06054587411205277,156.0,500.0,0.0006588477025097998,10.0,10.532198831127989,90.409384807631
bootstrap_198,1e-08,0.04466973289622178,156.0,498.5196485844474,0.00027136628657509036,10.0,9.083813778642485,95.07355706557112
bootstrap_199,1e-08,0.04510601760338209,156.0,497.0131289654472,0.000271558540860255,10.0,9.125700835993612,95.25643128724289
bootstrap_200,1e-08,0.045245172448762264,156.0,495.4068344682512,0.00026818532764854094,10.0,9.300820359966146,93.72240675870296
bootstrap_201,1e-08,0.060563220383677806,156.0,499.99640480580973,0.0006583428221826862,10.0,10.532256795456068,88.6795178938919
bootstrap_202,1e-08,0.04343061283899162,156.0,496.4184014569431,0.0002712562935707156,10.0,9.134095377796442,98.11677838774422
bootstrap_203,1e-08,0.04343837902563161,156.0,497.1324232001659,0.0002712205026425714,10.0,9.163526904458312,88.55090046913048
bootstrap_204,1e-08,0.045124131938346815,156.0,498.70939490517674,0.0002717091535869141,10.0,9.076468444387816,97.02888715473902
bootstrap_205,1e-08,0.03096734647724957,156.0,499.9592102683537,0.00026936307985661964,10.0,10.529718197117301,84.218408450357
bootstrap_206,1e-08,0.04812678231762513,156.0,499.901479544924,0.0002700620981725673,10.0,9.116471115508261,85.52305170445746
bootstrap_207,1e-08,0.04494959603989937,156.0,496.9097861671345,0.00027140433130705443,10.0,9.121813238311738,87.69757578437351
bootstrap_208,1e-08,0.05981707887660317,156.0,500.0,0.0006533073292921338,10.0,10.530510178760709,101.19712906659362
bootstrap_209,1e-08,0.04596587552822032,156.0,498.065730162933,0.00027255188820067674,10.0,8.992807087965561,92.18584898196717
bootstrap_210,1e-08,0.04858709226216506,156.0,493.1593387471835,0.00026910793370213377,10.0,9.475008689906101,82.72878696125774
bootstrap_211,1e-08,0.043438547604281834,156.0,497.1320957895367,0.0002712205623096143,10.0,9.163518448305348,95.40845957152054
bootstrap_212,1e-08,0.01,156.0,500.0,0.0002554,10.0,10.531370385024564,95.90332373832409
bootstrap_213,1e-08,0.04486797509257805,156.0,498.36915186809415,0.0002720806078349182,10.0,9.151570252283216,94.97526578505249
bootstrap_214,1e-08,0.01,156.0,500.0,0.0002554,10.0,10.531370385024564,94.22945487355554
bootstrap_215,1e-08,0.0451199467138198,156.0,497.96384028493827,0.00027169992439111067,10.0,9.111315652036557,85.95602763694691
bootstrap_216,1e-08,0.031034751190661135,156.0,500.0,0.000269390259581103,10.0,10.5324,94.9106319276347
bootstrap_217,1e-08,0.03134686245800102,156.0,499.9730802012641,0.0002696990514822333,10.0,10.531521405265543,88.16474183747091
bootstrap_218,1e-08,0.04512465935281085,156.0,498.7102057676112,0.0002717094504207793,10.0,9.076466188997152,86.40260758492448
bootstrap_219,1e-08,0.045046421787408295,156.0,496.9679625868574,0.0002715212163372279,10.0,9.126562859436145,92.0923878442622
